track_spotify_id,artist_name,title,keywords,normalized_keywords
02d1E4NRuh7OEQO4vCb9PD,Lady Gaga,Marry The Night,"['empowerment', 'determination', 'resilience', 'nightlife', 'freedom', 'dance', 'pop', 'electronic', 'club', 'energy', 'passion', 'celebration', 'boldness', 'escape', 'love', 'darkness', 'hope', 'strength', 'self-expression', 'rebirth', 'beat', 'rhythm', 'uplifting', 'intensity', 'emotion']","['club', 'bold', 'escape', 'beat', 'nightlife', 'electro', 'rebirth', 'hope', 'self-expression', 'energy', 'intensity', 'dance', 'passion', 'determination', 'dark', 'pop', 'freedom', 'strong', 'empowerment', 'love', 'uplift', 'emotion', 'rhythm', 'resilience', 'celebration']"
04aAxqtGp5pv12UXAg4pkq,Fall Out Boy,Centuries,"['legacy', 'immortality', 'perseverance', 'triumph', 'heroism', 'anthem', 'rock', 'energetic', 'uplifting', 'battle', 'history', 'determination', 'strength', 'victory', 'resilience', 'epic', 'youth', 'power', 'motivation', 'challenge', 'bold', 'dramatic', 'anthemic', 'passion', 'endurance']","['epic', 'triumph', 'bold', 'motivation', 'perseverance', 'drama', 'energy', 'history', 'teen', 'passion', 'rock', 'determination', 'challenge', 'heroism', 'legacy', 'endurance', 'strong', 'fight', 'power', 'uplift', 'anthem', 'eternity', 'resilience']"
04u9U3bDD9dVZFDDI8v0ME,Dvicio,Paraíso,"['paradise', 'love', 'hope', 'dream', 'escape', 'pop', 'romantic', 'uplifting', 'summer', 'warmth', 'joy', 'freedom', 'youth', 'optimism', 'melodic', 'feel-good', 'vibrant', 'carefree', 'nature', 'happiness', 'light', 'passion', 'serene', 'energy', 'connection']","['romance', 'vibrant', 'escape', 'care', 'paradise', 'summer', 'hope', 'joy', 'energy', 'feel-good', 'teen', 'passion', 'pop', 'serene', 'cold', 'freedom', 'melody', 'happiness', 'connection', 'love', 'uplift', 'optimism', 'nature', 'dream', 'light']"
06KyNuuMOX1ROXRhj787tj,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"['heartbreak', 'distance', 'regret', 'lost love', 'communication breakdown', 'pop', 'duet', 'melancholy', 'emotional', 'relationship', 'nostalgia', 'sadness', 'yearning', 'modern love', 'vulnerability', 'catchy', 'radio-friendly', 'mid-tempo', 'synth', 'introspection', 'breakup', 'longing', 'sentimental', 'conversational', 'reflective']","['mood', 'regret', 'breakup', 'reflection', 'nostalgia', 'sentimental', 'desire', 'introspection', 'lost love', 'duet', 'pop', 'radio-friendly', 'modern', 'relationship', 'tempo', 'distance', 'catchy', 'sadness', 'vulnerable', 'dialogue', 'synth', 'emotion', 'communication']"
07EeNeSCYJajyJW5U7Q3Wd,Evanescence,Going Under,"['struggle', 'darkness', 'emotional pain', 'inner conflict', 'resilience', 'rock', 'gothic', 'intense', 'melancholy', 'powerful vocals', 'heavy guitar', 'alternative', 'dramatic', 'anguish', 'despair', 'empowerment', 'breakthrough', 'raw emotion', 'introspection', 'confession', 'moody', 'energetic', 'rebellion', 'heartache', 'catharsis']","['mood', 'moody', 'despair', 'guitar', 'feeling', 'drama', 'vocals', 'energy', 'breakthrough', 'anguish', 'alternative', 'rebellion', 'struggle', 'rock', 'intense', 'dark', 'confession', 'introspection', 'heart', 'gothic', 'catharsis', 'empowerment', 'emotion', 'conflict', 'resilience']"
09JGXbYR8MXjg6byTnltfr,Calle 13,Los Idiotas,"['social critique', 'satire', 'rebellion', 'irony', 'provocation', 'urban life', 'political commentary', 'Latin rhythm', 'hip hop', 'reggaeton', 'cultural identity', 'street culture', 'bold lyrics', 'energetic', 'confrontational', 'youth voice', 'controversial', 'humor', 'resistance', 'raw emotion', 'rhythmic beats', 'expressive', 'critical thinking', 'underground vibe', 'social awareness']","['reggae', 'bold', 'controversial', 'social', 'critical thinking', 'culture', 'irony', 'feeling', 'awareness', 'energy', 'youth voice', 'rebellion', 'provocation', 'latin', 'humor', 'confrontation', 'resistance', 'rap', 'expressive', 'underground', 'political', 'city', 'rhythm']"
09QfIIP4NUx4A3thmovb2o,Miranda!,Perfecta,"['love', 'romance', 'ideal', 'happiness', 'connection', 'pop', 'dance', 'upbeat', 'catchy', 'joyful', 'relationship', 'emotion', 'youthful', 'energy', 'passion', 'celebration', 'feel-good', 'melody', 'rhythm', 'attraction', 'hope', 'fun', 'vibrant', 'sentiment', 'chemistry']","['attraction', 'romance', 'sentiment', 'vibrant', 'ideal', 'hope', 'joy', 'chemistry', 'fun', 'energy', 'feel-good', 'dance', 'youthful', 'passion', 'upbeat', 'pop', 'relationship', 'melody', 'connection', 'happiness', 'love', 'catchy', 'emotion', 'rhythm', 'celebration']"
09ZK5N5VeMJuSbyARBTNrc,Tiziano Ferro,Ti Voglio Bene,"['love', 'affection', 'romance', 'devotion', 'intimacy', 'ballad', 'emotional', 'passion', 'heartfelt', 'sentimental', 'relationship', 'commitment', 'tenderness', 'warmth', 'melancholy', 'vocal', 'slow tempo', 'Italian pop', 'yearning', 'connection', 'expressive', 'soft', 'love song', 'sincerity', 'longing']","['romance', 'mood', 'affection', 'devotion', 'passion', 'soft', 'sentimental', 'desire', 'ballad', 'pop', 'sincere', 'relationship', 'emotion', 'cold', 'expressive', 'tempo', 'connection', 'sensual', 'love', 'tender', 'heartfelt', 'commitment', 'vocal']"
0A8Z0EMTz8QpnMQgtoPjQv,Juanes,Nada Valgo Sin Tu Amor,"['love', 'devotion', 'heartbreak', 'passion', 'longing', 'romantic', 'emotional', 'Latin pop', 'melodic', 'sentimental', 'yearning', 'relationship', 'affection', 'intensity', 'vulnerability', 'warmth', 'hope', 'commitment', 'sincerity', 'expressive', 'acoustic', 'uplifting', 'nostalgic', 'tenderness', 'connection']","['romance', 'affection', 'devotion', 'hope', 'breakup', 'acoustic', 'intensity', 'nostalgia', 'passion', 'sentimental', 'desire', 'pop', 'sincere', 'relationship', 'emotion', 'cold', 'expressive', 'melody', 'connection', 'love', 'uplift', 'vulnerable', 'tender', 'commitment']"
0B3Y5BRoNs68FqN8LkyVRs,The Covers Duo,Soldier Dream,"['war', 'hope', 'courage', 'sacrifice', 'dreams', 'acoustic', 'melancholy', 'reflection', 'battlefield', 'longing', 'resilience', 'patriotism', 'loss', 'memory', 'night', 'quiet', 'introspective', 'emotional', 'struggle', 'peace', 'veteran', 'determination', 'bravery', 'heartfelt', 'storytelling']","['mood', 'hope', 'acoustic', 'narrative', 'reflection', 'struggle', 'battlefield', 'desire', 'determination', 'night', 'bravery', 'introspection', 'memory', 'war', 'loud', 'peace', 'patriotism', 'loss', 'veteran', 'heartfelt', 'emotion', 'sacrifice', 'dream', 'resilience']"
0BBj0SW3vef8UNzTg4lwH9,Shakira,Can't Remember to Forget You,"['heartbreak', 'memory', 'love', 'regret', 'passion', 'pop', 'rock', 'duet', 'relationship', 'emotional', 'danceable', 'catchy', 'conflict', 'romantic tension', 'nostalgia', 'yearning', 'melancholy', 'vulnerability', 'energetic', 'modern', 'urban', 'sensual', 'dynamic', 'expressive', 'intense']","['romance', 'mood', 'regret', 'breakup', 'energy', 'dance', 'passion', 'nostalgia', 'rock', 'desire', 'intense', 'duet', 'pop', 'modern', 'memory', 'relationship', 'dynamic', 'expressive', 'sensual', 'city', 'love', 'catchy', 'vulnerable', 'emotion', 'conflict']"
0BTBoi7AeMBrMP6cwOLNR0,Natalia Jiménez,Quédate Con Ella,"['love', 'heartbreak', 'longing', 'romance', 'emotion', 'Latin pop', 'passion', 'relationship', 'yearning', 'melancholy', 'sentiment', 'vocal', 'ballad', 'intensity', 'desire', 'regret', 'affection', 'slow tempo', 'expressive', 'soulful', 'dedication', 'intimacy', 'pain', 'connection', 'devotion']","['romance', 'mood', 'sentiment', 'affection', 'devotion', 'regret', 'breakup', 'intensity', 'passion', 'desire', 'ballad', 'pop', 'dedication', 'relationship', 'expressive', 'hurt', 'tempo', 'connection', 'soul', 'sensual', 'love', 'emotion', 'vocal']"
0C4ejWmOTMv8vuYj85mf8m,Rihanna,S&M,"['sensuality', 'desire', 'pleasure', 'dominance', 'freedom', 'pop', 'dance', 'club', 'provocative', 'bold', 'edgy', 'rhythmic', 'energetic', 'confident', 'rebellious', 'nightlife', 'temptation', 'intensity', 'expressive', 'playful', 'electronic', 'beat-driven', 'allure', 'seduction', 'empowerment']","['club', 'bold', 'beat', 'nightlife', 'electro', 'confident', 'energy', 'intensity', 'dance', 'rebellion', 'allure', 'seduction', 'desire', 'edgy', 'pop', 'pleasure', 'temptation', 'playful', 'engaging', 'freedom', 'expressive', 'sensual', 'dominant', 'empowerment', 'rhythm']"
0COqiPhxzoWICwFCS4eZcp,Evanescence,Bring Me To Life,"['awakening', 'desperation', 'emotional struggle', 'hope', 'darkness', 'rock', 'alternative', 'gothic', 'intense vocals', 'piano', 'electric guitar', 'dramatic', 'rebirth', 'conflict', 'yearning', 'energy', 'melancholy', 'powerful', 'dynamic', 'passion', 'inner turmoil', 'rescue', 'transformation', 'depth', 'raw emotion']","['mood', 'piano', 'desperation', 'heavy', 'guitar', 'rescue', 'rebirth', 'hope', 'feeling', 'drama', 'vocals', 'energy', 'inner turmoil', 'alternative', 'passion', 'struggle', 'rock', 'desire', 'dark', 'gothic', 'dynamic', 'transformation', 'depth', 'conflict']"
0CcQNd8CINkwQfe1RDtGV6,Imagine Dragons,Believer,"['empowerment', 'pain', 'resilience', 'transformation', 'strength', 'alternative rock', 'motivational', 'intense', 'emotional', 'uplifting', 'struggle', 'self-discovery', 'energy', 'determination', 'conflict', 'passion', 'overcoming', 'darkness', 'hope', 'challenge', 'dynamic', 'anthem', 'bold', 'raw', 'inspiration']","['bold', 'motivation', 'hope', 'energy', 'discovery', 'passion', 'struggle', 'rock', 'determination', 'intense', 'dark', 'challenge', 'overcoming', 'transformation', 'dynamic', 'hurt', 'strong', 'inspiration', 'raw', 'empowerment', 'uplift', 'anthem', 'emotion', 'conflict', 'resilience']"
0CfKsyQqHcZQq8RoNDii82,Fito y Fitipaldis,Deltoya,"['nostalgia', 'melancholy', 'reflection', 'introspection', 'emotional', 'rock', 'Spanish rock', 'ballad', 'guitar', 'slow tempo', 'sentimental', 'love', 'heartbreak', 'life struggles', 'poetic lyrics', 'acoustic', 'moody', 'passion', 'storytelling', 'urban', 'raw', 'soulful', 'bittersweet', 'intimate', 'vintage']","['mood', 'lyrics', 'moody', 'guitar', 'breakup', 'acoustic', 'narrative', 'reflection', 'life struggles', 'nostalgia', 'passion', 'bitterness', 'sentimental', 'rock', 'ballad', 'introspection', 'legacy', 'tempo', 'raw', 'soul', 'sensual', 'city', 'love', 'emotion', 'latin rock']"
0DvW1OmI9N7ikF1yyHGiWr,Shakira,Moscas en la Casa,"['heartbreak', 'loneliness', 'sadness', 'regret', 'loss', 'emotional', 'acoustic', 'ballad', 'introspective', 'melancholy', 'love', 'pain', 'reflection', 'vulnerability', 'quiet', 'nostalgia', 'yearning', 'soft vocals', 'intimate', 'slow tempo', 'despair', 'sorrow', 'mourning', 'relationship', 'solitude']","['mood', 'solitude', 'despair', 'regret', 'breakup', 'acoustic', 'vocals', 'reflection', 'grief', 'nostalgia', 'desire', 'ballad', 'introspection', 'relationship', 'hurt', 'loud', 'tempo', 'sorrow', 'sensual', 'love', 'loss', 'sadness', 'vulnerable', 'emotion']"
0E1NL6gkv5aQKGNjJfBE3A,Idina Menzel,Take Me or Leave Me,"['relationship', 'commitment', 'acceptance', 'defiance', 'emotional intensity', 'pop', 'musical theater', 'powerful vocals', 'love conflict', 'self-assertion', 'independence', 'passion', 'honesty', 'confrontation', 'emotional struggle', 'strong personality', 'vocal performance', 'dramatic', 'heartfelt', 'introspection', 'determination', 'relationship dynamics', 'emotional empowerment', 'expressive', 'bold']","['bold', 'conflict', 'self-doubt', 'independent', 'strong persona', 'theatrical', 'drama', 'vocals', 'passion', 'struggle', 'determination', 'defiance', 'introspection', 'honesty', 'pop', 'confrontation', 'commitment', 'relationship', 'expressive', 'couple dynamics', 'empowerment', 'heartfelt', 'emotion', 'vocal', 'acceptance']"
0FASRwlzx5lEgErIGYs0xC,Omar Cabán -YuriFoX-,The World (Death Note),"['dark', 'mystery', 'intense', 'supernatural', 'psychological', 'anime', 'thriller', 'dramatic', 'suspense', 'emotional', 'conflict', 'power', 'death', 'mind games', 'darkness', 'atmospheric', 'intrigue', 'tension', 'gothic', 'melancholy', 'epic', 'haunting', 'complex', 'dark fantasy', 'brooding']","['epic', 'mood', 'mystery', 'complex', 'drama', 'supernatural', 'atmosphere', 'psychological', 'tension', 'intense', 'dark', 'mind games', 'dark fantasy', 'suspense', 'anime', 'ghosts', 'gothic', 'power', 'intrigue', 'brooding', 'death', 'emotion', 'conflict']"
0FE9t6xYkqWXU2ahLh6D8X,Ed Sheeran,Shape of You,"['romantic', 'sensual', 'dance', 'attraction', 'intimacy', 'pop', 'upbeat', 'catchy', 'rhythmic', 'club', 'flirtation', 'love', 'physical', 'nightlife', 'energy', 'beat-driven', 'modern', 'smooth', 'vocal', 'hook', 'melodic', 'youthful', 'party', 'engaging', 'fun']","['attraction', 'romance', 'club', 'rhythm', 'beat', 'nightlife', 'vocal', 'fun', 'energy', 'hook', 'dance', 'youthful', 'flirty', 'upbeat', 'pop', 'modern', 'engaging', 'smooth', 'melody', 'sensual', 'love', 'catchy', 'party', 'physical']"
0FMQON7YbSMK2qRDDYGsbt,Shakira,Dia de Enero,"['love', 'romance', 'nostalgia', 'intimacy', 'reflection', 'ballad', 'acoustic', 'soft', 'emotional', 'melancholy', 'yearning', 'warmth', 'sentiment', 'memory', 'heartfelt', 'slow tempo', 'passion', 'vulnerability', 'hope', 'affection', 'poetic', 'gentle', 'melody', 'personal', 'quiet']","['romance', 'mood', 'affection', 'hope', 'acoustic', 'reflection', 'nostalgia', 'soft', 'passion', 'desire', 'ballad', 'poetic', 'memory', 'cold', 'loud', 'tempo', 'melody', 'sensual', 'love', 'personal', 'vulnerable', 'heartfelt', 'emotion', 'sentiment', 'gentle']"
0GgN4MhR5GKn5IcKN0e0rG,My Chemical Romance,Cancer,"['pain', 'suffering', 'mortality', 'despair', 'vulnerability', 'emotional', 'dark', 'intense', 'alternative rock', 'melancholy', 'raw', 'heartfelt', 'struggle', 'loss', 'fragility', 'anguish', 'grief', 'isolation', 'hope', 'reflection', 'guitar-driven', 'dramatic', 'confessional', 'somber', 'expressive']","['mood', 'despair', 'isolation', 'guitar', 'hope', 'drama', 'suffering', 'somber', 'anguish', 'grief', 'reflection', 'fragility', 'struggle', 'rock', 'intense', 'dark', 'confession', 'expressive', 'hurt', 'raw', 'death', 'loss', 'vulnerable', 'heartfelt', 'emotion']"
0Gs5cYR52PDgZ8r8PQYxil,CeeLo Green,Fuck You,"['heartbreak', 'anger', 'defiance', 'empowerment', 'rejection', 'soul', 'pop', 'retro', 'upbeat', 'catchy', 'humor', 'sarcasm', 'breakup', 'love', 'resentment', 'bold', 'expressive', 'energetic', 'vocal', 'groove', 'frustration', 'direct', 'emotional', 'confrontational', 'fun']","['bold', 'breakup', 'anger', 'fun', 'energy', 'frustration', 'discontent', 'upbeat', 'groove', 'rejection', 'defiance', 'retro', 'humor', 'pop', 'confrontation', 'expressive', 'soul', 'empowerment', 'love', 'direct', 'catchy', 'emotion', 'vocal', 'sarcasm']"
0H7cz1bR7w9PulJL7Na774,Felipe Peláez,Vivo Pensando En Ti (feat. Maluma),"['love', 'longing', 'romance', 'passion', 'yearning', 'latin pop', 'duet', 'emotional', 'heartfelt', 'sensual', 'relationship', 'desire', 'melancholy', 'intimacy', 'slow tempo', 'sentimental', 'connection', 'affection', 'vocal harmony', 'nostalgia', 'warmth', 'reggaeton influence', 'danceable', 'expressive', 'modern']","['romance', 'mood', 'reggae', 'affection', 'nostalgia', 'passion', 'dance', 'sentimental', 'desire', 'duet', 'pop', 'modern', 'relationship', 'cold', 'expressive', 'tempo', 'harmony', 'connection', 'sensual', 'love', 'heartfelt', 'emotion']"
0HOFE4DDLocCKtR6qTHnyB,Kudai,Déjame Gritar,"['anger', 'release', 'frustration', 'expression', 'emotional', 'rock', 'youth', 'rebellion', 'intensity', 'passion', 'vocals', 'guitar', 'energy', 'melancholy', 'conflict', 'freedom', 'pain', 'struggle', 'dark', 'raw', 'adolescence', 'power', 'urgency', 'scream', 'emotion']","['mood', 'guitar', 'scream', 'anger', 'vocals', 'energy', 'intensity', 'teen', 'passion', 'frustration', 'rebellion', 'struggle', 'urgency', 'rock', 'dark', 'equality', 'freedom', 'hurt', 'power', 'raw', 'emotion', 'conflict', 'release']"
0HZhYMZOcUzZKSFwPOti6m,Christina Perri,jar of hearts,"['heartbreak', 'loss', 'betrayal', 'emotional pain', 'regret', 'pop ballad', 'melancholy', 'vulnerability', 'love gone wrong', 'reflection', 'sadness', 'relationship', 'moving on', 'emotional struggle', 'introspection', 'slow tempo', 'piano', 'powerful vocals', 'dramatic', 'soulful', 'yearning', 'emotional release', 'conflict', 'sorrow', 'healing']","['mood', 'betrayal', 'piano', 'regret', 'breakup', 'drama', 'vocals', 'reflection', 'love gone wrong', 'struggle', 'desire', 'ballad', 'introspection', 'relationship', 'tempo', 'sorrow', 'moving on', 'soul', 'loss', 'sadness', 'vulnerable', 'healing', 'emotion', 'conflict']"
0JEG6SPAwm8qg8sCYes7Ez,Fito y Fitipaldis,Sobra la luz,"['hope', 'light', 'optimism', 'renewal', 'clarity', 'rock', 'melancholy', 'introspection', 'urban', 'guitar', 'emotional', 'reflective', 'journey', 'resilience', 'night', 'freedom', 'passion', 'struggle', 'energy', 'soulful', 'rhythm', 'storytelling', 'warmth', 'vulnerability', 'inspiration']","['renewal', 'mood', 'guitar', 'clarity', 'hope', 'narrative', 'energy', 'reflection', 'passion', 'struggle', 'rock', 'journey', 'night', 'introspection', 'cold', 'freedom', 'inspiration', 'light', 'soul', 'city', 'optimism', 'vulnerable', 'emotion', 'rhythm', 'resilience']"
0JFpqVV0nqwDYON57nZ2Gg,PXNDX,Romance En Re Sostenido,"['romance', 'love', 'emotion', 'passion', 'melancholy', 'alternative rock', 'melodic', 'introspective', 'guitar-driven', 'dramatic', 'heartbreak', 'nostalgia', 'youth', 'sincerity', 'expressive', 'moody', 'poetic', 'dynamic', 'sentimental', 'reflective', 'slow tempo', 'vocal intensity', 'dark tones', 'emotional depth', 'bittersweet']","['romance', 'mood', 'moody', 'guitar', 'breakup', 'drama', 'reflection', 'nostalgia', 'passion', 'teen', 'bitterness', 'sentimental', 'rock', 'dark', 'introspection', 'poetic', 'sincere', 'dynamic', 'expressive', 'tempo', 'melody', 'love', 'emotion', 'vocal']"
0JJP0IS4w0fJx01EcrfkDe,All Time Low,"Dear Maria, Count Me In","['youthful energy', 'romantic tension', 'rebellion', 'nostalgia', 'party atmosphere', 'pop punk', 'upbeat tempo', 'catchy chorus', 'teenage angst', 'high school', 'love confession', 'emotional intensity', 'guitar-driven', 'fast-paced', 'energetic vocals', 'relationship drama', 'summer vibe', 'friendship', 'hopeful', 'adventure', 'heartfelt lyrics', 'danceable', 'emotional release', 'optimism', 'youth culture']","['romance', 'guitar', 'hope', 'summer', 'drama', 'vocals', 'adventure', 'youthful', 'nostalgia', 'rebellion', 'dance', 'teen', 'friends', 'punk', 'upbeat', 'confession', 'school', 'tempo', 'catchy', 'optimism', 'party', 'heartfelt', 'emotion', 'angst']"
0Jrzzjj0pVzS6xl4wonUNh,Meghan Trainor,Walkashame,"['self-empowerment', 'confidence', 'independence', 'assertiveness', 'resilience', 'pop', 'upbeat', 'catchy', 'female perspective', 'relationship', 'breakup', 'moving on', 'self-respect', 'bold', 'energetic', 'fun', 'sassy', 'modern', 'youthful', 'danceable', 'positive', 'strong', 'freedom', 'rebellious', 'emotional strength']","['bold', 'independent', 'breakup', 'respect', 'confident', 'energy', 'fun', 'youthful', 'dance', 'rebellion', 'upbeat', 'assertive', 'pop', 'positive', 'modern', 'relationship', 'female perspective', 'freedom', 'strong', 'sass', 'moving on', 'empowerment', 'catchy', 'emotion', 'resilience']"
0KpfYajJVVGgQ32Dby7e9i,Train,"Hey, Soul Sister","['love', 'joy', 'romance', 'uplifting', 'connection', 'acoustic', 'pop rock', 'catchy', 'happy', 'danceable', 'relationship', 'affection', 'cheerful', 'bright', 'melodic', 'positive', 'youthful', 'energy', 'sweet', 'playful', 'summer', 'optimism', 'sing-along', 'lighthearted', 'feel-good']","['romance', 'mood', 'affection', 'summer', 'joy', 'acoustic', 'energy', 'feel-good', 'dance', 'youthful', 'sing-along', 'cool', 'pop', 'positive', 'relationship', 'playful', 'melody', 'connection', 'love', 'uplift', 'catchy', 'optimism', 'light', 'lighthearted']"
